nome,disciplina,nome_Docente,ano,nota,situacao
Matheus Mauricio,Design de Interacao Tangivel,,2008,9.5,APROVADO POR MÉDIA
Matheus Mauricio,Design de Interacao em Tempo Real,,2007,7.95,APROVADO POR MÉDIA
Matheus Mauricio,Design de Interfaces Neuromorficas,,2005,3.25,REPROVADO
Matheus Mauricio,Design de Interfaces Neuromorficas,,2006,1.0,REPROVADO
Matheus Mauricio,Design de Interfaces Neuromorficas,,2006,8.15,APROVADO POR MÉDIA
Matheus Mauricio,Design de Joias,,2006,3.63,REPROVADO
Matheus Mauricio,Design de Joias,,2006,9.6,APROVADO POR MÉDIA
Matheus Mauricio,Design de Mobiliario,,2005,9.0,APROVADO POR MÉDIA
Matheus Mauricio,Design de Moda,,2009,7.1,APROVADO POR MÉDIA
Matheus Mauricio,Design de Narrativa Espacial,,2008,9.4,APROVADO POR MÉDIA
Matheus Mauricio,Design de Produto,,2006,7.0,APROVADO POR MÉDIA
Matheus Mauricio,Design de Realidade Aumentada (AR) e Virtual (VR),,2007,9.0,APROVADO POR MÉDIA
Matheus Mauricio,Design de Realidade Hibrida,,2008,8.55,APROVADO POR MÉDIA
Matheus Mauricio,Design de Redes Sociais,,2008,7.9,APROVADO POR MÉDIA
Matheus Mauricio,Design de Tecnologia Vestivel (Wearable),,2005,7.6,APROVADO POR MÉDIA
Matheus Mauricio,Design de Visualizacao de Informacoes,,2005,7.0,APROVADO POR MÉDIA
Matheus Mauricio,Design para Longevidade,,2005,7.0,APROVADO
Matheus Mauricio,Ecodesign,,2006,8.5,APROVADO POR MÉDIA
Matheus Mauricio,Ergonomia,,2005,5.38,APROVADO
Matheus Mauricio,Etica em Design,,2008,8.0,APROVADO POR MÉDIA
Matheus Mauricio,FORMADO,,2009,,
Matheus Mauricio,Gamificacao,,2006,8.5,APROVADO POR MÉDIA
Matheus Mauricio,Gestao de Marcas,,2008,5.57,APROVADO
Matheus Mauricio,INTEGRALIZADO,,2009,,
Matheus Mauricio,Identidade Visual,,2005,,APROVADO POR FREQÜÊNCIA
Matheus Mauricio,Impressao 3D,,2007,7.0,APROVADO POR MÉDIA
Matheus Mauricio,Interacao Tangivel,,2008,,APROVADO POR FREQÜÊNCIA
Matheus Mauricio,Manipulacao de Imagem,,2007,7.25,APROVADO POR MÉDIA
Matheus Mauricio,Marketing de Produto,,2006,7.0,APROVADO POR MÉDIA
Matheus Mauricio,Materiais e Processos,,2009,8.0,APROVADO POR MÉDIA
Matheus Mauricio,Modelagem 3D,,2008,,CANCELADO COM ONUS
Matheus Mauricio,Projeto Integrado,,2005,7.3,APROVADO POR MÉDIA
Matheus Mauricio,Prototipagem em Papel,,2007,7.5,APROVADO POR MÉDIA
Matheus Mauricio,SemiÃ³tica,,2009,9.0,APROVADO POR MÉDIA
Matheus Mauricio,Storytelling Visual,,2005,7.7,APROVADO POR MÉDIA
Matheus Mauricio,Tecnicas de Iluminacao,,2009,9.5,APROVADO POR MÉDIA
Matheus Mauricio,Teoria da Cor,,2008,8.5,APROVADO POR MÉDIA
Matheus Mauricio,Teoria do Design,,2008,7.0,APROVADO POR MÉDIA
Matheus Mauricio,Tipografia,,2006,5.93,APROVADO
Melissa Vanessa,Branding,,2022,8.2,APROVADO POR MÉDIA
Melissa Vanessa,Computacao Grafica,Marcos Ferreira,2021,9.0,APROVADO POR MÉDIA
Melissa Vanessa,Cultura Visual,,2023,,CURSANDO
Melissa Vanessa,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO
Melissa Vanessa,Design Cenico,,2023,,CURSANDO
Melissa Vanessa,Design Cibernetico,Joao Silva,2022,9.7,APROVADO POR MÉDIA
Melissa Vanessa,Design Colaborativo,Fernanda Lima,2021,10.0,APROVADO POR MÉDIA
Melissa Vanessa,Design Computacional,Maria Santos,2023,8.55,APROVADO POR MÉDIA
Melissa Vanessa,Design Digital,,2023,,CURSANDO
Melissa Vanessa,Design Experimental,Rafaela Gomes,2023,8.38,APROVADO POR MÉDIA
Melissa Vanessa,Design Parametrico,Juliana Rodrigues,2023,9.01,APROVADO POR MÉDIA
Melissa Vanessa,Design Thinking,Joao Silva,2023,10.0,APROVADO POR MÉDIA
Melissa Vanessa,Design de Aprendizado,Ana Costa,2021,9.2,APROVADO POR MÉDIA
Melissa Vanessa,Design de Espacos Virtuais,,2023,10.0,APROVADO POR MÉDIA
Melissa Vanessa,Design de Experiencia em Museus,Pedro Oliveira,2021,8.8,APROVADO POR MÉDIA
Melissa Vanessa,Design de Interacao Corporal,Fernanda Lima,2023,9.57,APROVADO POR MÉDIA
Melissa Vanessa,Design de Interacao Cultural,Gustavo Martins,2022,8.5,APROVADO POR MÉDIA
Melissa Vanessa,Design de Interacao em Tempo Real,,2022,8.0,APROVADO POR MÉDIA
Melissa Vanessa,"Design de Interfaces Neuromorficas

DA SILVA (MESTRADO).",Marcos Ferreira,2021,7.45,APROVADO POR MÉDIA
Melissa Vanessa,Design de Joias,Gustavo Martins,2022,7.0,APROVADO POR MÉDIA
Melissa Vanessa,Design de Mobiliario,Fernanda Lima,2021,8.95,APROVADO POR MÉDIA
Melissa Vanessa,Design de Moda,,2023,,CURSANDO
Melissa Vanessa,Design de Narrativa Espacial,Ana Costa,2023,9.25,APROVADO POR MÉDIA
Melissa Vanessa,Design de Produto,,2022,7.75,APROVADO POR MÉDIA
Melissa Vanessa,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2022,7.75,APROVADO POR MÉDIA
Melissa Vanessa,Design de Tecnologia Vestivel (Wearable),Andre Almeida,2021,9.6,APROVADO POR MÉDIA
Melissa Vanessa,Design de Visualizacao de Informacoes,Andre Almeida,2021,5.0,APROVADO
Melissa Vanessa,Design para Longevidade,Marcos Ferreira,2021,6.2,APROVADO
Melissa Vanessa,Ecodesign,Diego Cardoso,2022,9.25,APROVADO POR MÉDIA
Melissa Vanessa,Ergonomia,Pedro Oliveira,2021,8.25,APROVADO POR MÉDIA
Melissa Vanessa,Etica em Design,,2023,,CURSANDO
Melissa Vanessa,Gamificacao,Luiz Pereira,2022,10.0,APROVADO POR MÉDIA
Melissa Vanessa,Gestao de Marcas,,2023,,CURSANDO
Melissa Vanessa,Identidade Visual,Joao Silva,2021,8.5,APROVADO POR MÉDIA
Melissa Vanessa,Impressao 3D,Marcos Ferreira,2022,8.75,APROVADO POR MÉDIA
Melissa Vanessa,Interacao Tangivel,,2023,,CURSANDO
Melissa Vanessa,Manipulacao de Imagem,Diego Cardoso,2022,8.0,APROVADO POR MÉDIA
Melissa Vanessa,Marketing de Produto,Carla Souza,2022,9.5,APROVADO POR MÉDIA
Melissa Vanessa,Projeto Integrado,Fernanda Lima,2021,7.0,APROVADO POR MÉDIA
Melissa Vanessa,Prototipagem em Papel,Juliana Rodrigues,2022,7.0,APROVADO POR MÉDIA
Melissa Vanessa,Storytelling Visual,Maria Santos,2021,9.0,APROVADO POR MÉDIA
Melissa Vanessa,Tipografia,Joao Silva,2022,8.1,APROVADO POR MÉDIA
Melissa Vanessa,,-----------,,,
Natalia Pedro,DESLIGAMENTO,,2013,,
Natalia Pedro,REINTEGRAÇÃO,,,,
Paula Michele,Computacao Grafica,,2006,,REPROVADO POR FALTA
Paula Michele,DESVINCULADO,,2007,,
Paula Michele,Design Colaborativo,,2006,,REPROVADO POR FALTA
Paula Michele,Design de Mobiliario,,2006,7.5,APROVADO POR MÉDIA
Paula Michele,Design de Visualizacao de Informacoes,,2006,,REPROVADO POR FALTA
Paula Michele,Design para Longevidade,,2006,,REPROVADO POR FALTA
Paula Michele,Identidade Visual,,2006,2.5,REPROVADO
Paula Michele,Storytelling Visual,,2006,,REPROVADO POR FALTA
Rafael Amanda,Branding,,2008,7.0,APROVADO POR MÉDIA
Rafael Amanda,Computacao Grafica,,2008,8.0,APROVADO POR MÉDIA
Rafael Amanda,Cultura Visual,,2008,9.25,APROVADO POR MÉDIA
Rafael Amanda,DESLIGAMENTO,,2011,,
Rafael Amanda,Design Biomimetico,,2009,,REPROVADO POR FALTA
Rafael Amanda,Design Biomimetico,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design Biomimetico,,2011,,REPROVADO POR FALTA
Rafael Amanda,Design Cenico,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design Cenico,,2011,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2008,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2008,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2009,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2009,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design Colaborativo,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design Thinking,,2009,7.25,APROVADO POR MÉDIA
Rafael Amanda,Design de Apresentacoes,,2011,,REPROVADO POR FALTA
Rafael Amanda,Design de Experiencia em Museus,,2009,,REPROVADO POR FALTA
Rafael Amanda,Design de Experiencia em Museus,,2011,,REPROVADO POR FALTA
Rafael Amanda,Design de Interacao em Tempo Real,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design de Interfaces Neuromorficas,,2009,,REPROVADO POR FALTA
Rafael Amanda,Design de Joias,,2009,7.0,APROVADO POR MÉDIA
Rafael Amanda,Design de Mobiliario,,2008,8.0,APROVADO POR MÉDIA
Rafael Amanda,Design de Produto,,2009,8.65,APROVADO POR MÉDIA
Rafael Amanda,Design de Visualizacao de Informacoes,,2008,1.25,REPROVADO
Rafael Amanda,Design de Visualizacao de Informacoes,,2008,5.0,APROVADO
Rafael Amanda,Design para Longevidade,,2008,3.25,REPROVADO
Rafael Amanda,Design para Longevidade,,2008,,REPROVADO POR FALTA
Rafael Amanda,Design para Longevidade,,2010,,REPROVADO POR FALTA
Rafael Amanda,Design para Longevidade,,2010,,REPROVADO POR FALTA
Rafael Amanda,Ergonomia,,2009,8.77,APROVADO POR MÉDIA
Rafael Amanda,Etica em Design,,2009,,REPROVADO POR FALTA
Rafael Amanda,Etica em Design,,2010,,REPROVADO POR FALTA
Rafael Amanda,Etica em Design,,2011,,REPROVADO POR FALTA
Rafael Amanda,Gamificacao,,2011,,REPROVADO POR FALTA
Rafael Amanda,Identidade Visual,,2008,9.05,APROVADO POR MÉDIA
Rafael Amanda,Interacao Tangivel,,2008,,APROVADO POR FREQÜÊNCIA
Rafael Amanda,Storytelling Visual,,2008,7.5,APROVADO POR MÉDIA
Rafael Amanda,Teoria do Design,,2009,7.0,APROVADO POR MÉDIA
Sofia Alice,Computacao Grafica,,2010,9.75,APROVADO POR MÉDIA
Sofia Alice,DESLIGAMENTO,,2010,,
Sofia Alice,Design Colaborativo,,2010,2.25,REPROVADO
Sofia Alice,Design de Mobiliario,,2010,,APROVADO POR FREQÜÊNCIA
Sofia Alice,Design de Visualizacao de Informacoes,,2010,,REPROVADO POR FALTA
Sofia Alice,Design para Longevidade,,2010,8.5,APROVADO POR MÉDIA
Sofia Alice,Identidade Visual,,2010,9.65,APROVADO POR MÉDIA
Sofia Alice,Storytelling Visual,,2010,8.0,APROVADO POR MÉDIA
Sophie Natalia,Criacao de Personagens,Juliana Rodrigues,2023,8.55,APROVADO POR MÉDIA
Sophie Natalia,Design Editorial,Gustavo Martins,2022,8.5,APROVADO POR MÉDIA
Sophie Natalia,Design Estrategico,Carla Souza,2022,7.5,APROVADO POR MÉDIA
Sophie Natalia,Design Generativo,Larissa Vieira,2023,9.0,APROVADO POR MÉDIA
Sophie Natalia,Design Participativo,Larissa Vieira,2023,7.65,APROVADO POR MÉDIA
Sophie Natalia,Design Sustentavel,Joao Silva,2022,8.5,APROVADO POR MÉDIA
Sophie Natalia,Design de Acessibilidade,Carla Souza,2022,9.8,APROVADO POR MÉDIA
Sophie Natalia,Design de Comportamento,Pedro Oliveira,2023,8.3,APROVADO POR MÉDIA
Sophie Natalia,Design de Embalagens,Carla Souza,2022,8.1,APROVADO POR MÉDIA
Sophie Natalia,Design de Experiencia em Varejo,,2023,,CURSANDO
Sophie Natalia,Design de Instrumentos Musicais,Andre Almeida,2022,6.25,APROVADO
Sophie Natalia,Design de Interacao Emocional,Pedro Oliveira,2022,7.0,APROVADO POR MÉDIA
Sophie Natalia,Design de Interface (UI),,2023,,CURSANDO
Sophie Natalia,Design de Intervencao,Joao Silva,2022,7.8,APROVADO POR MÉDIA
Sophie Natalia,Design de Mobiliario Urbano,Marcos Ferreira,2022,7.0,APROVADO POR MÉDIA
Sophie Natalia,Design de Rituais e Cerimonias,,2023,,CURSANDO
Sophie Natalia,Design de Veiculos,Juliana Rodrigues,2023,8.5,APROVADO POR MÉDIA
Sophie Natalia,Estrategias de Comunicacao,,2023,,CURSANDO
Sophie Natalia,Fabricacao Digital,Pedro Oliveira,2022,9.25,APROVADO POR MÉDIA
Sophie Natalia,Pesquisa em Design,Marcos Ferreira,2023,7.65,APROVADO POR MÉDIA
Sophie Natalia,Principios de Design,Patricia Nunes,2022,4.25,REPROVADO
Sophie Natalia,Principios de Design,Patricia Nunes,2023,7.75,APROVADO POR MÉDIA
Sophie Natalia,Psicologia do Consumidor,,2023,,CURSANDO
Sophie Natalia,Visualizacao de Dados,Andre Almeida,2022,8.38,APROVADO POR MÉDIA
Vanessa Nathanael,Computacao Grafica,,2011,7.5,APROVADO POR MÉDIA
Vanessa Nathanael,Cultura Visual,,2011,7.0,APROVADO
Vanessa Nathanael,DESVINCULADO,,2012,,
Vanessa Nathanael,Design Colaborativo,,2011,,REPROVADO POR FALTA
Vanessa Nathanael,Design Colaborativo,,2011,,REPROVADO POR FALTA
Vanessa Nathanael,Design Colaborativo,,2012,3.68,REPROVADO
Vanessa Nathanael,Design Thinking,,2011,7.0,APROVADO POR MÉDIA
Vanessa Nathanael,Design de Joias,,2012,,REPROVADO POR FALTA
Vanessa Nathanael,Design de Mobiliario,,2011,,APROVADO POR FREQÜÊNCIA
Vanessa Nathanael,Design de Visualizacao de Informacoes,,2011,,REPROVADO POR FALTA
Vanessa Nathanael,Design de Visualizacao de Informacoes,,2011,,REPROVADO POR FALTA
Vanessa Nathanael,Design de Visualizacao de Informacoes,,2012,2.5,REPROVADO
Vanessa Nathanael,Design para Longevidade,,2011,7.5,APROVADO POR MÉDIA
Vanessa Nathanael,Gamificacao,,2012,7.5,APROVADO POR MÉDIA
Vanessa Nathanael,Identidade Visual,,2011,8.75,APROVADO POR MÉDIA
Vanessa Nathanael,Storytelling Visual,,2011,7.5,APROVADO POR MÉDIA
Vitoria Alice,Branding,Rafaela Gomes,2020,7.85,APROVADO POR MÉDIA
Vitoria Alice,Computacao Grafica,Marcos Ferreira,2020,7.5,APROVADO POR MÉDIA
Vitoria Alice,Cultura Visual,Patricia Nunes,2022,7.75,APROVADO POR MÉDIA
Vitoria Alice,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO
Vitoria Alice,"Design Biomimetico

(DOUTORADO).",Carla Souza,2022,9.5,APROVADO POR MÉDIA
Vitoria Alice,"Design Biomimetico

(DOUTORADO).",Carla Souza,2022,,RENOVAÇÃO DE ESTÁGIO
Vitoria Alice,Design Cenico,Ana Costa,2022,8.0,APROVADO POR MÉDIA
Vitoria Alice,Design Cibernetico,Joao Silva,2021,9.0,APROVADO POR MÉDIA
Vitoria Alice,Design Colaborativo,Fernanda Lima,2020,8.75,APROVADO POR MÉDIA
Vitoria Alice,Design Computacional,Maria Santos,2023,8.6,APROVADO POR MÉDIA
Vitoria Alice,Design Experimental,Rafaela Gomes,2023,8.5,APROVADO POR MÉDIA
Vitoria Alice,Design Parametrico,Juliana Rodrigues,2023,8.05,APROVADO POR MÉDIA
Vitoria Alice,Design Sonoro,Patricia Nunes,2022,9.0,APROVADO POR MÉDIA
Vitoria Alice,Design Thinking,Joao Silva,2023,9.5,APROVADO POR MÉDIA
Vitoria Alice,Design de Aprendizado,Ana Costa,2020,5.63,APROVADO
Vitoria Alice,Design de Espacos Virtuais,Pedro Oliveira,2023,10.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Experiencia em Museus,Pedro Oliveira,2020,8.15,APROVADO POR MÉDIA
Vitoria Alice,Design de Interacao Corporal,Fernanda Lima,2023,8.75,APROVADO POR MÉDIA
Vitoria Alice,Design de Interacao Cultural,Gustavo Martins,2021,7.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Interacao Social,,2023,,CURSANDO
Vitoria Alice,Design de Interacao Tangivel,,2023,,CURSANDO
Vitoria Alice,Design de Interacao em Tempo Real,Pedro Oliveira,2021,8.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Interfaces Neuromorficas,Marcos Ferreira,2020,7.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Joias,Gustavo Martins,2021,9.5,APROVADO POR MÉDIA
Vitoria Alice,Design de Mobiliario,Fernanda Lima,2020,9.85,APROVADO POR MÉDIA
Vitoria Alice,Design de Moda,,2023,,CURSANDO
Vitoria Alice,Design de Narrativa Espacial,Ana Costa,2023,10.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Produto,Carla Souza,2021,7.5,APROVADO POR MÉDIA
Vitoria Alice,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2021,8.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Realidade Hibrida,,2023,,CURSANDO
Vitoria Alice,Design de Realidade Simulada,Larissa Vieira,2022,10.0,APROVADO POR MÉDIA
Vitoria Alice,Design de Tecnologia Vestivel (Wearable),Andre Almeida,2020,7.75,APROVADO POR MÉDIA
Vitoria Alice,Design de Visualizacao de Informacoes,Andre Almeida,2020,9.0,APROVADO POR MÉDIA
Vitoria Alice,Design para Longevidade,Marcos Ferreira,2020,9.96,APROVADO POR MÉDIA
Vitoria Alice,Ecodesign,Diego Cardoso,2021,8.25,APROVADO POR MÉDIA
Vitoria Alice,Ergonomia,Pedro Oliveira,2020,7.9,APROVADO POR MÉDIA
Vitoria Alice,Etica em Design,Juliana Rodrigues,2022,9.0,APROVADO POR MÉDIA
Vitoria Alice,Gamificacao,Luiz Pereira,2021,8.0,APROVADO POR MÉDIA
Vitoria Alice,Gestao de Marcas,Maria Santos,2022,7.1,APROVADO POR MÉDIA
Vitoria Alice,Identidade Visual,Joao Silva,2020,9.0,APROVADO POR MÉDIA
Vitoria Alice,Impressao 3D,Marcos Ferreira,2021,9.25,APROVADO POR MÉDIA
Vitoria Alice,Interacao Tangivel,Gustavo Martins,2022,10.0,APROVADO POR MÉDIA
Vitoria Alice,Manipulacao de Imagem,Diego Cardoso,2021,7.88,APROVADO POR MÉDIA
Vitoria Alice,Marketing de Produto,Carla Souza,2021,9.05,APROVADO POR MÉDIA
Vitoria Alice,Projeto Integrado,Fernanda Lima,2020,8.4,APROVADO POR MÉDIA
Vitoria Alice,Prototipagem em Papel,Juliana Rodrigues,2021,8.5,APROVADO POR MÉDIA
Vitoria Alice,SemiÃ³tica,,2023,,CURSANDO
Vitoria Alice,Storytelling Visual,Maria Santos,2020,9.5,APROVADO POR MÉDIA
Vitoria Alice,Tipografia,Joao Silva,2021,7.0,APROVADO POR MÉDIA
