nome,codigo,disciplina,nota,situacao
Pablo Michele,DQUN5124,Comunicacao Visual,7.50,APROVADO POR MÉDIA
Pablo Michele,LSHL3127,Design de Redes Sociais,5.10,APROVADO
Pablo Michele,VMGY1151,Design de Interacao Tangivel,10.00,APROVADO POR MÉDIA
Pablo Michele,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
Pablo Michele,,INTEGRALIZADO,,
Pablo Michele,,FORMADO,,
Pablo Eduardo,OCRQ3517,Storytelling Visual,9.50,APROVADO POR MÉDIA
Pablo Eduardo,RJGL2456,Design Colaborativo,9.20,APROVADO POR MÉDIA
Pablo Eduardo,BKII1063,Design de Visualizacao de Informacoes,7.13,APROVADO
Pablo Eduardo,RJYZ5864,Identidade Visual,10.00,APROVADO POR MÉDIA
Pablo Eduardo,QBWW6998,Computacao Grafica,9.00,APROVADO POR MÉDIA
Pablo Eduardo,UFMQ0127,Design para Longevidade,9.66,APROVADO POR MÉDIA
Pablo Eduardo,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
Pablo Eduardo,JGDZ1333,Gamificacao,9.25,APROVADO POR MÉDIA
Pablo Eduardo,BLDG0260,Design de Joias,,REPROVADO POR FALTA
Pablo Eduardo,KAWV5083,Branding,8.65,APROVADO POR MÉDIA
Pablo Eduardo,DOMK5241,Design de Aprendizado,7.45,APROVADO POR MÉDIA
Pablo Eduardo,ZULH9584,Projeto Integrado,7.00,APROVADO POR MÉDIA
Pablo Eduardo,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.10,APROVADO POR MÉDIA
Pablo Eduardo,NRYN3294,Design de Interfaces Neuromorficas,7.00,APROVADO POR MÉDIA
Pablo Eduardo,NRCI1107,Design de Experiencia em Museus,8.25,APROVADO POR MÉDIA
Pablo Eduardo,AAZN5771,Ergonomia,7.25,APROVADO POR MÉDIA
Pablo Eduardo,JJNT2088,Manipulacao de Imagem,9.00,APROVADO POR MÉDIA
Pablo Eduardo,TPYC6338,Design Thinking,8.50,APROVADO POR MÉDIA
Pablo Eduardo,TSYB3211,Impressao 3D,8.75,APROVADO POR MÉDIA
Pablo Eduardo,MXMO8868,Cultura Visual,9.00,APROVADO POR MÉDIA
Pablo Eduardo,VOQA5582,Tipografia,,REPROVADO POR FALTA
Pablo Eduardo,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
Pablo Eduardo,FZLO1427,Marketing de Produto,9.00,APROVADO POR MÉDIA
Pablo Eduardo,NGVU3526,Ecodesign,8.70,APROVADO POR MÉDIA
Pablo Eduardo,COOQ5695,Design de Interacao em Tempo Real,8.00,APROVADO POR MÉDIA
Pablo Eduardo,VFBH8799,Design Cibernetico,10.00,APROVADO POR MÉDIA
Pablo Eduardo,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.00,APROVADO POR MÉDIA
Pablo Eduardo,JVFQ7338,Design de Interacao Cultural,9.00,APROVADO POR MÉDIA
Pablo Eduardo,QVGO0107,Prototipagem em Papel,7.50,APROVADO POR MÉDIA
Pablo Eduardo,LERH6635,Design de Produto,8.60,APROVADO POR MÉDIA
Pablo Eduardo,MAEY1044,Design Computacional,8.50,APROVADO POR MÉDIA
Pablo Eduardo,SATJ7970,Design de Narrativa Espacial,9.75,APROVADO POR MÉDIA
Pablo Eduardo,IENT5068,Design Experimental,9.00,APROVADO POR MÉDIA
Pablo Eduardo,VOQA5582,Tipografia,5.03,APROVADO
Pablo Eduardo,KZBU0327,Design de Interacao Corporal,7.00,APROVADO POR MÉDIA
Pablo Eduardo,AOXV5438,Design de Espacos Virtuais,10.00,APROVADO POR MÉDIA
Pablo Eduardo,RRME1020,Design Parametrico,6.91,APROVADO
Pablo Eduardo,RVMF0745,Design Biomimetico,,RENOVAÇÃO DE ESTÁGIO
Pablo Eduardo,JJLP9232,Design de Realidade Simulada,10.00,APROVADO POR MÉDIA
Pablo Eduardo,DZNQ4989,Design Cenico,8.50,APROVADO POR MÉDIA
Pablo Eduardo,XERB6119,Gestao de Marcas,7.50,APROVADO POR MÉDIA
Pablo Eduardo,UXMU2899,Interacao Tangivel,9.00,APROVADO POR MÉDIA
Pablo Eduardo,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Pablo Eduardo,TRQX5862,Etica em Design,9.00,APROVADO POR MÉDIA
Pablo Eduardo,BMDH7993,Design de Apresentacoes,9.00,APROVADO POR MÉDIA
Pablo Eduardo,RVMF0745,Design Biomimetico,8.00,APROVADO POR MÉDIA
Pablo Eduardo,TWIP0018,Teoria da Cor,9.00,APROVADO POR MÉDIA
Pablo Eduardo,RMDE3651,Teoria do Design,9.50,APROVADO POR MÉDIA
Pablo Eduardo,DQUN5124,Comunicacao Visual,8.50,APROVADO POR MÉDIA
Pablo Eduardo,LSHL3127,Design de Redes Sociais,8.84,APROVADO POR MÉDIA
Pablo Eduardo,TOZF3011,SemiÃ³tica,,CURSANDO
Pablo Eduardo,VMGY1151,Design de Interacao Tangivel,,CURSANDO
Bruno Miguel,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Bruno Miguel,OCRQ3517,Storytelling Visual,9.10,APROVADO POR MÉDIA
Bruno Miguel,RJGL2456,Design Colaborativo,9.25,APROVADO POR MÉDIA
Bruno Miguel,QBWW6998,Computacao Grafica,9.00,APROVADO POR MÉDIA
Bruno Miguel,UFMQ0127,Design para Longevidade,8.75,APROVADO POR MÉDIA
Bruno Miguel,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Bruno Miguel,BKII1063,Design de Visualizacao de Informacoes,8.13,APROVADO
Bruno Miguel,RJYZ5864,Identidade Visual,9.50,APROVADO POR MÉDIA
Bruno Miguel,DOMK5241,Design de Aprendizado,5.00,APROVADO
Bruno Miguel,ZULH9584,Projeto Integrado,6.40,APROVADO
Bruno Miguel,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.00,APROVADO POR MÉDIA
Bruno Miguel,NRYN3294,Design de Interfaces Neuromorficas,2.0,REPROVADO
Bruno Miguel,NRCI1107,Design de Experiencia em Museus,9.50,APROVADO POR MÉDIA
Bruno Miguel,AAZN5771,Ergonomia,,REPROVADO POR FALTA
Bruno Miguel,JGDZ1333,Gamificacao,9.50,APROVADO POR MÉDIA
Bruno Miguel,NRYN3294,Design de Interfaces Neuromorficas,8.60,APROVADO POR MÉDIA
Bruno Miguel,VOQA5582,Tipografia,7.25,APROVADO POR MÉDIA
Bruno Miguel,BLDG0260,Design de Joias,7.45,APROVADO POR MÉDIA
Bruno Miguel,FZLO1427,Marketing de Produto,9.32,APROVADO POR MÉDIA
Bruno Miguel,KAWV5083,Branding,8.90,APROVADO POR MÉDIA
Lorena Luiz,OCRQ3517,Storytelling Visual,6.13,APROVADO
Lorena Luiz,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Lorena Luiz,QBWW6998,Computacao Grafica,7.00,APROVADO POR MÉDIA
Lorena Luiz,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
Lorena Luiz,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Lorena Luiz,BKII1063,Design de Visualizacao de Informacoes,5.88,APROVADO
Lorena Luiz,RJYZ5864,Identidade Visual,6.13,APROVADO
Lorena Luiz,RJGL2456,Design Colaborativo,3.15,REPROVADO
Lorena Luiz,TPYC6338,Design Thinking,7.00,APROVADO POR MÉDIA
Lorena Luiz,JGDZ1333,Gamificacao,9.75,APROVADO POR MÉDIA
Lorena Luiz,NRYN3294,Design de Interfaces Neuromorficas,1.88,REPROVADO
Lorena Luiz,NRCI1107,Design de Experiencia em Museus,4.25,REPROVADO
Lorena Luiz,AAZN5771,Ergonomia,8.00,APROVADO POR MÉDIA
Lorena Luiz,RJGL2456,Design Colaborativo,3.42,REPROVADO
Lorena Luiz,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.50,APROVADO POR MÉDIA
Lorena Luiz,NRCI1107,Design de Experiencia em Museus,8.50,APROVADO POR MÉDIA
Lorena Luiz,BLDG0260,Design de Joias,8.80,APROVADO POR MÉDIA
Lorena Luiz,COOQ5695,Design de Interacao em Tempo Real,7.20,APROVADO POR MÉDIA
Lorena Luiz,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
Lorena Luiz,NRYN3294,Design de Interfaces Neuromorficas,5.22,APROVADO
Lorena Luiz,MXMO8868,Cultura Visual,8.75,APROVADO POR MÉDIA
Lorena Luiz,VOQA5582,Tipografia,3.6,REPROVADO
Lorena Luiz,RRME1020,Design Parametrico,5.50,APROVADO
Lorena Luiz,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
Lorena Luiz,JJNT2088,Manipulacao de Imagem,5.00,APROVADO
Lorena Luiz,ZULH9584,Projeto Integrado,2.1,REPROVADO
Lorena Luiz,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
Lorena Luiz,TSYB3211,Impressao 3D,4.0,REPROVADO
Lorena Luiz,VOQA5582,Tipografia,4.3,REPROVADO
Lorena Luiz,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
Lorena Luiz,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Lorena Luiz,TSYB3211,Impressao 3D,5.38,APROVADO
Lorena Luiz,VOQA5582,Tipografia,2.13,REPROVADO
Lorena Luiz,UXMU2899,Interacao Tangivel,7.00,APROVADO POR MÉDIA
Lorena Luiz,LERH6635,Design de Produto,7.75,APROVADO POR MÉDIA
Lorena Luiz,AOXV5438,Design de Espacos Virtuais,5.40,APROVADO
Lorena Luiz,NGVU3526,Ecodesign,7.25,APROVADO POR MÉDIA
Lorena Luiz,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Lorena Luiz,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Lorena Luiz,BMDH7993,Design de Apresentacoes,8.50,APROVADO POR MÉDIA
Lorena Luiz,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
Lorena Luiz,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
Lorena Luiz,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Lorena Luiz,VOQA5582,Tipografia,,REPROVADO POR FALTA
Lorena Luiz,TRQX5862,Etica em Design,,REPROVADO POR FALTA
Lorena Luiz,VOQA5582,Tipografia,4.13,REPROVADO
Lorena Luiz,TRQX5862,Etica em Design,8.00,APROVADO POR MÉDIA
Lorena Luiz,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Lorena Luiz,QVGO0107,Prototipagem em Papel,,REPROVADO POR FALTA
Lorena Luiz,VMGY1151,Design de Interacao Tangivel,8.00,APROVADO POR MÉDIA
Lorena Luiz,VFBH8799,Design Cibernetico,7.25,APROVADO
Lorena Luiz,RVMF0745,Design Biomimetico,9.50,APROVADO POR MÉDIA
Lorena Luiz,DZNQ4989,Design Cenico,7.47,APROVADO
Lorena Luiz,QVGO0107,Prototipagem em Papel,7.00,APROVADO POR MÉDIA
Lorena Luiz,MAEY1044,Design Computacional,7.35,APROVADO POR MÉDIA
Lorena Luiz,ZULH9584,Projeto Integrado,5.90,APROVADO
Lorena Luiz,SATJ7970,Design de Narrativa Espacial,9.25,APROVADO POR MÉDIA
Lorena Luiz,JVFQ7338,Design de Interacao Cultural,5.25,APROVADO
Lorena Luiz,LLKP8902,Design Digital,8.50,APROVADO POR MÉDIA
Lorena Luiz,KZBU0327,Design de Interacao Corporal,,REPROVADO POR FALTA
Lorena Luiz,TOZF3011,SemiÃ³tica,7.00,APROVADO POR MÉDIA
Lorena Luiz,TWIP0018,Teoria da Cor,9.00,APROVADO POR MÉDIA
Lorena Luiz,VOQA5582,Tipografia,5.00,APROVADO
Lorena Luiz,RMDE3651,Teoria do Design,8.00,APROVADO POR MÉDIA
Lorena Luiz,FZLO1427,Marketing de Produto,7.66,APROVADO
Lorena Luiz,XERB6119,Gestao de Marcas,7.88,APROVADO POR MÉDIA
Lorena Luiz,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Lorena Luiz,IENT5068,Design Experimental,6.38,APROVADO
Lorena Luiz,KZBU0327,Design de Interacao Corporal,8.50,APROVADO POR MÉDIA
Lorena Luiz,DQUN5124,Comunicacao Visual,7.00,APROVADO POR MÉDIA
Lorena Luiz,LSHL3127,Design de Redes Sociais,5.66,APROVADO
Lorena Luiz,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
Lorena Luiz,,INTEGRALIZADO,,
Lorena Luiz,,FORMADO,,
Lorena Luiz,HQDD9963,Design Sonoro,7.00,APROVADO POR MÉDIA
Lorena Luiz,PBCQ5148,Design de Impressao e Publicacao,8.35,APROVADO POR MÉDIA
Lorena Luiz,HILN2052,Design de Impacto Social,8.00,APROVADO POR MÉDIA
Lorena Luiz,VNBQ5535,Design de Moda,8.00,APROVADO POR MÉDIA
Lorena Luiz,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Lorena Luiz,VOEO3500,Fabricacao Digital,,REPROVADO POR FALTA
Lorena Luiz,FXNL8248,Design de Mobiliario Urbano,,REPROVADO POR FALTA
Lorena Luiz,LRHU3100,Principios de Design,,REPROVADO POR FALTA
Lorena Luiz,WEYQ3918,Design de Embalagens,,REPROVADO POR FALTA
Lorena Luiz,HQNZ9122,Design Editorial,,REPROVADO POR FALTA
Lorena Luiz,IJXL5321,Design de Intervencao,,REPROVADO POR FALTA
Leticia Larissa,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Leticia Larissa,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Leticia Larissa,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Leticia Larissa,UFMQ0127,Design para Longevidade,2.22,REPROVADO
Leticia Larissa,MKUB0718,Design de Mobiliario,7.60,APROVADO POR MÉDIA
Leticia Larissa,BKII1063,Design de Visualizacao de Informacoes,2.75,REPROVADO
Leticia Larissa,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Leticia Larissa,AAZN5771,Ergonomia,,REPROVADO POR FALTA
Leticia Larissa,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Leticia Larissa,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Leticia Larissa,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Leticia Larissa,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Leticia Larissa,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Leticia Larissa,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Julia Diego,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Julia Diego,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Julia Diego,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Julia Diego,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Julia Diego,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Julia Diego,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
Julia Diego,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Julia Diego,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Maria Livia,OCRQ3517,Storytelling Visual,10.00,APROVADO POR MÉDIA
Maria Livia,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
Maria Livia,QBWW6998,Computacao Grafica,9.50,APROVADO POR MÉDIA
Maria Livia,UFMQ0127,Design para Longevidade,8.25,APROVADO POR MÉDIA
Maria Livia,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Maria Livia,BKII1063,Design de Visualizacao de Informacoes,1.30,REPROVADO
Maria Livia,RJYZ5864,Identidade Visual,7.50,APROVADO POR MÉDIA
Hugo Fernando,OCRQ3517,Storytelling Visual,8.50,APROVADO POR MÉDIA
Hugo Fernando,RJGL2456,Design Colaborativo,8.60,APROVADO POR MÉDIA
Hugo Fernando,QBWW6998,Computacao Grafica,7.00,APROVADO POR MÉDIA
Hugo Fernando,UFMQ0127,Design para Longevidade,7.50,APROVADO POR MÉDIA
Hugo Fernando,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
Hugo Fernando,BKII1063,Design de Visualizacao de Informacoes,7.50,APROVADO POR MÉDIA
Hugo Fernando,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
Hugo Fernando,DOMK5241,Design de Aprendizado,8.00,APROVADO POR MÉDIA
Hugo Fernando,ZULH9584,Projeto Integrado,8.90,APROVADO POR MÉDIA
Hugo Fernando,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.00,APROVADO POR MÉDIA
Hugo Fernando,NRYN3294,Design de Interfaces Neuromorficas,9.40,APROVADO POR MÉDIA
Hugo Fernando,NRCI1107,Design de Experiencia em Museus,9.80,APROVADO POR MÉDIA
Hugo Fernando,AAZN5771,Ergonomia,10.00,APROVADO POR MÉDIA
Hugo Fernando,JJNT2088,Manipulacao de Imagem,8.75,APROVADO POR MÉDIA
Hugo Fernando,JGDZ1333,Gamificacao,8.75,APROVADO POR MÉDIA
Hugo Fernando,TSYB3211,Impressao 3D,8.75,APROVADO POR MÉDIA
Hugo Fernando,VOQA5582,Tipografia,7.90,APROVADO POR MÉDIA
Hugo Fernando,BLDG0260,Design de Joias,9.55,APROVADO POR MÉDIA
Hugo Fernando,FZLO1427,Marketing de Produto,10.00,APROVADO POR MÉDIA
Hugo Fernando,KAWV5083,Branding,9.50,APROVADO POR MÉDIA
Hugo Fernando,NGVU3526,Ecodesign,9.25,APROVADO POR MÉDIA
Hugo Fernando,COOQ5695,Design de Interacao em Tempo Real,9.00,APROVADO POR MÉDIA
Hugo Fernando,VFBH8799,Design Cibernetico,8.30,APROVADO POR MÉDIA
Hugo Fernando,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.65,APROVADO POR MÉDIA
Hugo Fernando,JVFQ7338,Design de Interacao Cultural,8.50,APROVADO POR MÉDIA
Hugo Fernando,QVGO0107,Prototipagem em Papel,8.85,APROVADO POR MÉDIA
Hugo Fernando,LERH6635,Design de Produto,10.00,APROVADO POR MÉDIA
Hugo Fernando,MAEY1044,Design Computacional,10.00,APROVADO POR MÉDIA
Hugo Fernando,SATJ7970,Design de Narrativa Espacial,8.40,APROVADO POR MÉDIA
Hugo Fernando,TPYC6338,Design Thinking,7.75,APROVADO POR MÉDIA
Hugo Fernando,IENT5068,Design Experimental,9.75,APROVADO POR MÉDIA
Hugo Fernando,KZBU0327,Design de Interacao Corporal,9.00,APROVADO POR MÉDIA
Hugo Fernando,AOXV5438,Design de Espacos Virtuais,8.32,APROVADO POR MÉDIA
Hugo Fernando,RRME1020,Design Parametrico,9.00,APROVADO POR MÉDIA
Hugo Fernando,LLKP8902,Design Digital,8.70,APROVADO POR MÉDIA
Hugo Fernando,DZNQ4989,Design Cenico,9.00,APROVADO POR MÉDIA
Hugo Fernando,MXMO8868,Cultura Visual,9.50,APROVADO POR MÉDIA
Hugo Fernando,XERB6119,Gestao de Marcas,10.00,APROVADO POR MÉDIA
Hugo Fernando,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
Hugo Fernando,TRQX5862,Etica em Design,8.00,APROVADO POR MÉDIA
Hugo Fernando,BMDH7993,Design de Apresentacoes,7.75,APROVADO POR MÉDIA
Hugo Fernando,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
Hugo Fernando,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Hugo Fernando,TWIP0018,Teoria da Cor,8.00,APROVADO POR MÉDIA
Hugo Fernando,RMDE3651,Teoria do Design,9.00,APROVADO POR MÉDIA
Hugo Fernando,DQUN5124,Comunicacao Visual,9.50,APROVADO POR MÉDIA
Hugo Fernando,LSHL3127,Design de Redes Sociais,9.73,APROVADO POR MÉDIA
Hugo Fernando,TOZF3011,SemiÃ³tica,9.00,APROVADO POR MÉDIA
Hugo Fernando,VMGY1151,Design de Interacao Tangivel,9.50,APROVADO POR MÉDIA
Hugo Fernando,XYOT5349,Tecnicas de Iluminacao,9.65,APROVADO POR MÉDIA
Hugo Fernando,,FORMADO,,
Jose Sophie,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
Jose Sophie,RJGL2456,Design Colaborativo,5.38,APROVADO
Jose Sophie,QBWW6998,Computacao Grafica,10.00,APROVADO POR MÉDIA
Jose Sophie,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
Jose Sophie,MKUB0718,Design de Mobiliario,9.00,APROVADO POR MÉDIA
Jose Sophie,BKII1063,Design de Visualizacao de Informacoes,7.75,APROVADO POR MÉDIA
Jose Sophie,RJYZ5864,Identidade Visual,8.35,APROVADO POR MÉDIA
Jose Sophie,DOMK5241,Design de Aprendizado,7.25,APROVADO POR MÉDIA
Jose Sophie,ZULH9584,Projeto Integrado,5.20,APROVADO
Jose Sophie,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
Jose Sophie,NRYN3294,Design de Interfaces Neuromorficas,7.00,APROVADO POR MÉDIA
Jose Sophie,NRCI1107,Design de Experiencia em Museus,7.75,APROVADO POR MÉDIA
Jose Sophie,AAZN5771,Ergonomia,7.00,APROVADO POR MÉDIA
Jose Sophie,JJNT2088,Manipulacao de Imagem,7.25,APROVADO POR MÉDIA
Jose Sophie,JGDZ1333,Gamificacao,8.50,APROVADO POR MÉDIA
Jose Sophie,TSYB3211,Impressao 3D,5.00,APROVADO
Jose Sophie,VOQA5582,Tipografia,9.00,APROVADO POR MÉDIA
Jose Sophie,BLDG0260,Design de Joias,8.50,APROVADO POR MÉDIA
Jose Sophie,FZLO1427,Marketing de Produto,7.50,APROVADO POR MÉDIA
Jose Sophie,KAWV5083,Branding,8.50,APROVADO POR MÉDIA
Jose Sophie,NGVU3526,Ecodesign,9.60,APROVADO POR MÉDIA
Jose Sophie,COOQ5695,Design de Interacao em Tempo Real,6.90,APROVADO
Jose Sophie,VFBH8799,Design Cibernetico,7.00,APROVADO POR MÉDIA
Jose Sophie,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.01,APROVADO POR MÉDIA
Jose Sophie,JVFQ7338,Design de Interacao Cultural,7.50,APROVADO POR MÉDIA
Jose Sophie,QVGO0107,Prototipagem em Papel,8.10,APROVADO POR MÉDIA
Jose Sophie,LERH6635,Design de Produto,7.00,APROVADO POR MÉDIA
Jose Sophie,MAEY1044,Design Computacional,4.75,REPROVADO
Jose Sophie,SATJ7970,Design de Narrativa Espacial,8.50,APROVADO POR MÉDIA
Jose Sophie,TPYC6338,Design Thinking,7.00,APROVADO
Jose Sophie,IENT5068,Design Experimental,8.50,APROVADO POR MÉDIA
Jose Sophie,KZBU0327,Design de Interacao Corporal,9.00,APROVADO POR MÉDIA
Jose Sophie,AOXV5438,Design de Espacos Virtuais,8.13,APROVADO POR MÉDIA
Jose Sophie,RRME1020,Design Parametrico,5.63,APROVADO
Jose Sophie,BMDH7993,Design de Apresentacoes,7.75,APROVADO POR MÉDIA
Jose Sophie,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
Jose Sophie,LLKP8902,Design Digital,8.80,APROVADO POR MÉDIA
Jose Sophie,DZNQ4989,Design Cenico,7.50,APROVADO POR MÉDIA
Jose Sophie,MXMO8868,Cultura Visual,9.50,APROVADO POR MÉDIA
Jose Sophie,XERB6119,Gestao de Marcas,8.00,APROVADO POR MÉDIA
Jose Sophie,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
Jose Sophie,TRQX5862,Etica em Design,7.88,APROVADO
Jose Sophie,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Jose Sophie,TWIP0018,Teoria da Cor,9.50,APROVADO POR MÉDIA
Jose Sophie,RMDE3651,Teoria do Design,8.25,APROVADO POR MÉDIA
Jose Sophie,DQUN5124,Comunicacao Visual,7.50,APROVADO POR MÉDIA
Jose Sophie,LSHL3127,Design de Redes Sociais,9.82,APROVADO POR MÉDIA
Jose Sophie,TOZF3011,SemiÃ³tica,7.15,APROVADO POR MÉDIA
Jose Sophie,MAEY1044,Design Computacional,8.99,APROVADO POR MÉDIA
Jose Sophie,VMGY1151,Design de Interacao Tangivel,8.65,APROVADO POR MÉDIA
Jose Sophie,XYOT5349,Tecnicas de Iluminacao,9.50,APROVADO POR MÉDIA
Jose Sophie,,FORMADO,,
Livia Otavio,OCRQ3517,Storytelling Visual,8.35,APROVADO POR MÉDIA
Livia Otavio,RJGL2456,Design Colaborativo,7.13,APROVADO POR MÉDIA
Livia Otavio,QBWW6998,Computacao Grafica,9.50,APROVADO POR MÉDIA
Livia Otavio,UFMQ0127,Design para Longevidade,2.25,REPROVADO
Livia Otavio,MKUB0718,Design de Mobiliario,9.18,APROVADO POR MÉDIA
Livia Otavio,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Livia Otavio,RJYZ5864,Identidade Visual,8.00,APROVADO POR MÉDIA
Livia Otavio,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Livia Otavio,ZULH9584,Projeto Integrado,3.04,REPROVADO
Livia Otavio,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.50,APROVADO POR MÉDIA
Livia Otavio,MXMO8868,Cultura Visual,7.50,APROVADO POR MÉDIA
Livia Otavio,AAZN5771,Ergonomia,8.75,APROVADO POR MÉDIA
Livia Otavio,UXMU2899,Interacao Tangivel,8.40,APROVADO POR MÉDIA
Leonardo Lorena,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Leonardo Lorena,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Leonardo Lorena,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Leonardo Lorena,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Leonardo Lorena,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Leonardo Lorena,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Leonardo Lorena,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Renan Laura,OCRQ3517,Storytelling Visual,7.00,APROVADO POR MÉDIA
Renan Laura,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
Renan Laura,QBWW6998,Computacao Grafica,7.25,APROVADO POR MÉDIA
Renan Laura,UFMQ0127,Design para Longevidade,9.98,APROVADO POR MÉDIA
Renan Laura,MKUB0718,Design de Mobiliario,7.53,APROVADO POR MÉDIA
Renan Laura,BKII1063,Design de Visualizacao de Informacoes,7.00,APROVADO POR MÉDIA
Renan Laura,RJYZ5864,Identidade Visual,10.00,APROVADO POR MÉDIA
Renan Laura,DOMK5241,Design de Aprendizado,6.64,APROVADO
Renan Laura,ZULH9584,Projeto Integrado,8.80,APROVADO POR MÉDIA
Renan Laura,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
Renan Laura,NRYN3294,Design de Interfaces Neuromorficas,8.50,APROVADO POR MÉDIA
Renan Laura,NRCI1107,Design de Experiencia em Museus,5.40,APROVADO
Renan Laura,AAZN5771,Ergonomia,8.00,APROVADO POR MÉDIA
Renan Laura,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Renan Laura,JGDZ1333,Gamificacao,8.25,APROVADO POR MÉDIA
Renan Laura,TSYB3211,Impressao 3D,7.25,APROVADO POR MÉDIA
Renan Laura,VOQA5582,Tipografia,,REPROVADO POR FALTA
Renan Laura,BLDG0260,Design de Joias,8.50,APROVADO POR MÉDIA
