nome,disciplina,ano,nota,situacao,semestre
Luciana Yuri,FORMADO,2010,,,2
Catarina Julia,"Fabricacao Digital
DOCENTE(S): Pedro Oliveira",2022,9.25,APROVADO POR MÉDIA,1
Catarina Julia,"Design de Mobiliario Urbano
DOCENTE(S): Marcos Ferreira",2022,10.0,APROVADO POR MÉDIA,1
Catarina Julia,"Principios de Design
DOCENTE(S): Patricia Nunes",2022,9.5,APROVADO POR MÉDIA,1
Catarina Julia,"Design de Embalagens
DOCENTE(S): Carla Souza",2022,10.0,APROVADO POR MÉDIA,1
Catarina Julia,"Design Editorial
DOCENTE(S): Gustavo Martins",2022,9.5,APROVADO POR MÉDIA,1
Catarina Julia,"Design de Intervencao
DOCENTE(S): Joao Silva",2022,8.95,APROVADO POR MÉDIA,1
Catarina Julia,"Design Sustentavel
DOCENTE(S): Joao Silva",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Visualizacao de Dados
DOCENTE(S): Andre Almeida",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Design de Interacao Emocional
DOCENTE(S): Pedro Oliveira",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Design Estrategico
DOCENTE(S): Carla Souza",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Design de Acessibilidade
DOCENTE(S): Carla Souza",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Design de Instrumentos Musicais
DOCENTE(S): Andre Almeida",2022,,REPROVADO POR FALTA,2
Catarina Julia,"Design de Interacao em Tempo Real
DOCENTE(S): Pedro Oliveira",2023,9.0,APROVADO POR MÉDIA,1
Catarina Julia,"Design Generativo
DOCENTE(S): Larissa Vieira",2023,9.0,APROVADO POR MÉDIA,1
Catarina Julia,"Design Participativo
DOCENTE(S): Larissa Vieira",2023,9.35,APROVADO POR MÉDIA,1
Catarina Julia,"Pesquisa em Design
DOCENTE(S): Marcos Ferreira",2023,10.0,APROVADO POR MÉDIA,1
Catarina Julia,"Criacao de Personagens
DOCENTE(S): Juliana Rodrigues",2023,9.75,APROVADO POR MÉDIA,1
Caua Evelyn,Storytelling Visual,2012,5.0,APROVADO,1
Caua Evelyn,Design Colaborativo,2012,3.55,REPROVADO,1
Caua Evelyn,Computacao Grafica,2012,9.05,APROVADO POR MÉDIA,1
Caua Evelyn,Design para Longevidade,2012,8.5,APROVADO POR MÉDIA,1
Caua Evelyn,Design de Mobiliario,2012,,APROVADO POR FREQÜÊNCIA,1
Caua Evelyn,Design de Visualizacao de Informacoes,2012,6.5,APROVADO,1
Caua Evelyn,Identidade Visual,2012,8.9,APROVADO POR MÉDIA,1
Caua Evelyn,Design Colaborativo,2012,6.5,APROVADO,2
Caua Evelyn,Gamificacao,2012,7.75,APROVADO POR MÉDIA,2
Caua Evelyn,Design de Interfaces Neuromorficas,2012,5.05,APROVADO,2
Caua Evelyn,Design de Experiencia em Museus,2012,,REPROVADO POR FALTA,2
Caua Evelyn,Design de Joias,2012,5.03,APROVADO,2
Caua Evelyn,Ergonomia,2012,7.75,APROVADO POR MÉDIA,2
Caua Evelyn,Design de Aprendizado,2013,5.53,APROVADO,1
Caua Evelyn,Manipulacao de Imagem,2013,3.9,REPROVADO,1
Caua Evelyn,Projeto Integrado,2013,,REPROVADO POR FALTA,1
Caua Evelyn,Design de Tecnologia Vestivel (Wearable),2013,8.75,APROVADO POR MÉDIA,1
Caua Evelyn,Impressao 3D,2013,,REPROVADO POR FALTA,1
Caua Evelyn,Design de Experiencia em Museus,2013,5.13,APROVADO,1
Caua Evelyn,Branding,2013,5.13,APROVADO,1
Caua Evelyn,Ecodesign,2013,8.5,APROVADO POR MÉDIA,2
Caua Evelyn,Design de Interacao em Tempo Real,2013,,REPROVADO POR FALTA,2
Caua Evelyn,Manipulacao de Imagem,2013,3.3,REPROVADO,2
Caua Evelyn,Projeto Integrado,2013,2.72,REPROVADO,2
Caua Evelyn,Impressao 3D,2013,5.13,APROVADO,2
Caua Evelyn,Tipografia,2013,2.7,REPROVADO,2
Caua Evelyn,Design de Produto,2013,,REPROVADO POR FALTA,2
Caua Evelyn,Design de Interacao em Tempo Real,2014,8.85,APROVADO POR MÉDIA,1
Caua Evelyn,Design Cibernetico,2014,7.1,APROVADO,1
Caua Evelyn,Manipulacao de Imagem,2014,4.05,REPROVADO,1
Caua Evelyn,Projeto Integrado,2014,3.7,REPROVADO,1
Caua Evelyn,Design de Interacao Cultural,2014,7.0,APROVADO POR MÉDIA,1
Caua Evelyn,Design Thinking,2014,7.0,APROVADO POR MÉDIA,1
Caua Evelyn,Cultura Visual,2014,9.5,APROVADO POR MÉDIA,1
Caua Evelyn,Tipografia,2014,3.38,REPROVADO,1
Caua Evelyn,Design de Produto,2014,8.55,APROVADO POR MÉDIA,1
Caua Evelyn,Design Parametrico,2014,7.75,APROVADO POR MÉDIA,1
Caua Evelyn,Design Computacional,2014,1.75,REPROVADO,2
Caua Evelyn,Manipulacao de Imagem,2014,,REPROVADO POR FALTA,2
Caua Evelyn,Design de Realidade Aumentada (AR) e Virtual (VR),2014,,REPROVADO POR FALTA,2
Caua Evelyn,Projeto Integrado,2014,5.82,APROVADO,2
Caua Evelyn,Design Cenico,2014,6.88,APROVADO,2
Caua Evelyn,Prototipagem em Papel,2014,,REPROVADO POR FALTA,2
Caua Evelyn,Interacao Tangivel,2014,8.0,APROVADO POR MÉDIA,2
Caua Evelyn,Design de Espacos Virtuais,2014,,REPROVADO POR FALTA,2
Caua Evelyn,Design de Impacto Social,2015,,REPROVADO POR FALTA,1
Caua Evelyn,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Caua Evelyn,Design Biomimetico,2015,9.5,APROVADO POR MÉDIA,1
Caua Evelyn,Prototipagem em Papel,2015,,REPROVADO POR FALTA,1
Caua Evelyn,Marketing de Produto,2015,,REPROVADO POR FALTA,1
Caua Evelyn,Etica em Design,2015,7.5,APROVADO POR MÉDIA,1
Caua Evelyn,DESVINCULADO,2015,,,2
Caua Evelyn,REINTEGRAÇÃO,2016,,,1
Caua Evelyn,Design Computacional,2016,,REPROVADO POR FALTA,1
Caua Evelyn,Teoria do Design,2016,,REPROVADO POR FALTA,1
Caua Evelyn,Marketing de Produto,2016,,REPROVADO POR FALTA,1
Caua Evelyn,SemiÃ³tica,2016,,REPROVADO POR FALTA,2
Caua Evelyn,Prototipagem em Papel,2016,,REPROVADO POR FALTA,2
Caua Evelyn,DESLIGAMENTO,2017,,,1
